sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,La Salle,Saint Bonaventure,USA,0.043,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; A10 1R; Wednesday 11:30AM ET,0,0,0,Unknown,postseason
mens_basketball,Miami (OH),UMass,ESPNU,0.043,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Tuesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,Pittsburgh,Texas A&M,ESPNU,0.043,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Saint Bonaventure,Fordham,USA,0.042,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Xavier,Saint Francis U,TruTV,0.041,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Monday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Oakland,Wright State,ESPN2,0.04,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 3PM ET,0,0,0,Unknown,regular_season
mens_basketball,Saint Joseph's,Davidson,CNBC,0.039,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; A10 QF; Friday 7:30PM ET,0,0,1,Unknown,postseason
mens_basketball,Butler,DePaul,TruTV,0.037,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Tuesday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Davidson,La Salle,USA,0.036,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Sunday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Rhode Island,Princeton,USA,0.036,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 2:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,UCLA,Eastern Washington,BTN,0.036,2025,0,TV Media Blog,TV Media Blog chart GuYep; Monday 10:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Saint Peter's,Mount St. Mary's,ESPNU,0.035,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Friday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Tulsa,Wichita State,ESPNU,0.035,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Sunday 2PM ET,0,0,0,Unknown,regular_season
