game_id,sport,season,week,home_team,away_team,network,conference,location_type,location_city,location_state,is_rivalry,is_ranked_matchup,is_prime_time,viewership_millions,avg_viewers,is_estimate,game_date,gender,opponent,source_sheet
AZ-baseball-2024-0002,baseball,2024,31,Arizona,Texas A&M,Astros.com,Big 12,neutral,Tucson,AZ,0,1,1,0.005,5000.0,1,2025-02-28,Mens,Texas A&M,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0003,baseball,2024,31,Arizona,Mississippi State,Astros.com,Big 12,neutral,Tucson,AZ,0,1,0,0.005,5000.0,1,2025-03-01,Mens,Mississippi State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0004,baseball,2024,31,Arizona,Tennessee,Astros.com,Big 12,neutral,Tucson,AZ,0,1,0,0.005,5000.0,1,2025-03-02,Mens,Tennessee,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0005,baseball,2024,46,Arizona,Coastal Carolina,ESPN,Big 12,neutral,Tucson,AZ,0,1,0,0.9,900000.0,1,2025-06-13,Mens,Coastal Carolina,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0006,baseball,2024,46,Arizona,Louisville,ESPN,Big 12,neutral,Tucson,AZ,0,0,0,1.0,1000000.0,1,2025-06-15,Mens,Louisville,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0007,baseball,2024,29,Arizona,New Mexico,ESPN+,Non-Conference,home,Tucson,AZ,0,0,0,0.005467,5467.0,0,2025-02-18,Mens,New Mexico,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0008,baseball,2024,30,Arizona,San Diego,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.008595,8595.0,0,2025-02-21,Mens,San Diego,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0009,baseball,2024,30,Arizona,San Diego,ESPN+,Non-Conference,home,Tucson,AZ,0,0,0,0.007587,7587.0,0,2025-02-22,Mens,San Diego,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0010,baseball,2024,30,Arizona,San Diego,ESPN+,Non-Conference,home,Tucson,AZ,0,0,0,0.004362,4362.0,0,2025-02-23,Mens,San Diego,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0011,baseball,2024,30,Rice,Arizona,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-02-26,Mens,Rice,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0012,baseball,2024,32,Arizona,Pepperdine,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.00328,3280.0,0,2025-03-06,Mens,Pepperdine,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0013,baseball,2024,32,Arizona,Pepperdine,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.00091,910.0,0,2025-03-07,Mens,Pepperdine,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0014,baseball,2024,32,Arizona,Pepperdine,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.001131,1131.0,0,2025-03-08,Mens,Pepperdine,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0015,baseball,2024,32,Arizona,Pepperdine,ESPN+,Non-Conference,home,Tucson,AZ,0,0,0,0.001237,1237.0,0,2025-03-09,Mens,Pepperdine,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0016,baseball,2024,32,Arizona,Arizona State,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.003811,3811.0,0,2025-03-11,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0017,baseball,2024,33,Arizona,Cincinnati,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.002789,2789.0,0,2025-03-14,Mens,Cincinnati,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0018,baseball,2024,33,Arizona,Cincinnati,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.002351,2351.0,0,2025-03-15,Mens,Cincinnati,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0019,baseball,2024,33,Arizona,Cincinnati,ESPN+,Big 12,home,Tucson,AZ,0,0,0,0.000822,822.0,0,2025-03-16,Mens,Cincinnati,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0020,baseball,2024,33,Arizona,Kansas,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.002245,2245.0,0,2025-03-18,Mens,Kansas,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0021,baseball,2024,34,West Virginia,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.026311,26311.0,0,2025-03-21,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0022,baseball,2024,34,West Virginia,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.012429,12429.0,0,2025-03-22,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0023,baseball,2024,34,West Virginia,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.017036,17036.0,0,2025-03-23,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0024,baseball,2024,34,Arizona,Seattle U,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.004739,4739.0,0,2025-03-26,Mens,Seattle U,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0025,baseball,2024,35,Arizona,Baylor,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.001923,1923.0,0,2025-03-28,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0026,baseball,2024,35,Arizona,Baylor,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.003721,3721.0,0,2025-03-29,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0027,baseball,2024,35,Arizona,Baylor,ESPN+,Big 12,home,Tucson,AZ,0,0,0,0.001571,1571.0,0,2025-03-30,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0028,baseball,2024,35,Grand Canyon,Arizona,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.010548,10548.0,1,2025-04-01,Mens,Grand Canyon,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0029,baseball,2024,36,Arizona State,Arizona,ESPN+,Big 12,away,Unknown,ST,0,1,1,0.010548,10548.0,1,2025-04-04,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0030,baseball,2024,36,Arizona State,Arizona,ESPN+,Big 12,away,Unknown,ST,0,1,1,0.010548,10548.0,1,2025-04-05,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0031,baseball,2024,36,Arizona,New Mexico State,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.001976,1976.0,0,2025-04-08,Mens,New Mexico State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0032,baseball,2024,37,Arizona,Oklahoma State,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.004926,4926.0,0,2025-04-11,Mens,Oklahoma State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0033,baseball,2024,37,Arizona,Oklahoma State,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.005458,5458.0,0,2025-04-12,Mens,Oklahoma State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0034,baseball,2024,37,Arizona,Oklahoma State,ESPN+,Big 12,home,Tucson,AZ,0,0,0,0.002906,2906.0,0,2025-04-13,Mens,Oklahoma State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0035,baseball,2024,37,Arizona,Grand Canyon,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.00149,1490.0,0,2025-04-15,Mens,Grand Canyon,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0036,baseball,2024,38,BYU,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-17,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0037,baseball,2024,38,BYU,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-18,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0038,baseball,2024,38,BYU,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-19,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0039,baseball,2024,38,Arizona,UT Arlington,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.001499,1499.0,0,2025-04-23,Mens,UT Arlington,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0040,baseball,2024,39,Texas Tech,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-25,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0041,baseball,2024,39,Texas Tech,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-26,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0043,baseball,2024,39,Texas Tech,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-04-27,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0044,baseball,2024,39,Arizona,New Mexico State,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.001357,1357.0,0,2025-04-29,Mens,New Mexico State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0045,baseball,2024,40,Arizona,TCU,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-05-02,Mens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0046,baseball,2024,40,Arizona,TCU,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-05-03,Mens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0047,baseball,2024,40,Arizona,TCU,ESPN+,Big 12,home,Tucson,AZ,0,0,0,0.010548,10548.0,1,2025-05-04,Mens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0048,baseball,2024,40,Grand Canyon,Arizona,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.010548,10548.0,1,2025-05-06,Mens,Grand Canyon,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0049,baseball,2024,41,Arizona,Utah,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-05-09,Mens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0050,baseball,2024,41,Arizona,Utah,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-05-10,Mens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0051,baseball,2024,41,Arizona,Utah,ESPN+,Big 12,home,Tucson,AZ,0,0,0,0.010548,10548.0,1,2025-05-11,Mens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0052,baseball,2024,42,Houston,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-05-15,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0053,baseball,2024,42,Houston,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-05-16,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0054,baseball,2024,42,Houston,Arizona,ESPN+,Big 12,away,Unknown,ST,0,0,0,0.010548,10548.0,1,2025-05-17,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0055,baseball,2024,43,Arizona,BYU,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.012658,12657.6,1,2025-05-22,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0056,baseball,2024,43,Arizona,West Virginia,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.012658,12657.6,1,2025-05-23,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0057,baseball,2024,44,Arizona,Cal Poly,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.010548,10548.0,1,2025-05-30,Mens,Cal Poly,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0058,baseball,2024,44,Arizona,Utah Valley,ESPN+,Big 12,neutral,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-05-31,Mens,Utah Valley,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0059,baseball,2024,44,Arizona,Cal Poly,ESPN+,Big 12,neutral,Tucson,AZ,0,0,1,0.010548,10548.0,1,2025-06-01,Mens,Cal Poly,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0060,baseball,2024,36,Arizona State,Arizona,ESPN2,Big 12,away,Unknown,ST,0,1,0,0.35,350000.0,1,2025-04-06,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0061,baseball,2024,45,Arizona,North Carolina,ESPN2,Big 12,neutral,Tucson,AZ,0,1,0,0.139,139000.0,1,2025-06-06,Mens,North Carolina,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0062,baseball,2024,45,Arizona,North Carolina,ESPN2,Big 12,neutral,Tucson,AZ,0,1,0,0.139,139000.0,1,2025-06-07,Mens,North Carolina,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0063,baseball,2024,45,Arizona,North Carolina,ESPN2,Big 12,neutral,Tucson,AZ,0,1,0,0.139,139000.0,1,2025-06-08,Mens,North Carolina,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0064,baseball,2024,43,Arizona,TCU,ESPNU,Big 12,neutral,Tucson,AZ,0,1,0,0.45,450000.0,1,2025-05-24,Mens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0065,baseball,2024,29,Arizona,Ole Miss,FloCollege,Big 12,neutral,Tucson,AZ,0,0,0,0.005,5000.0,1,2025-02-14,Mens,Ole Miss,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0066,baseball,2024,29,Arizona,Clemson,FloCollege,Big 12,neutral,Tucson,AZ,0,1,0,0.005,5000.0,1,2025-02-15,Mens,Clemson,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-baseball-2024-0067,baseball,2024,29,Arizona,Louisville,FloCollege,Big 12,neutral,Tucson,AZ,0,0,0,0.005,5000.0,1,2025-02-16,Mens,Louisville,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0068,mens_basketball,2024,19,Arizona,Southern Utah,CBSSN,Non-Conference,home,Tucson,AZ,0,0,0,0.375,375000.0,1,2024-12-07,Mens,Southern Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0069,mens_basketball,2024,24,Arizona,UCF,ESPN,Big 12,home,Tucson,AZ,0,1,1,0.875,875000.0,1,2025-01-11,Mens,UCF,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0070,mens_basketball,2024,24,Arizona,Baylor,ESPN,Big 12,home,Tucson,AZ,0,1,1,1.05,1050000.0,1,2025-01-14,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0071,mens_basketball,2024,26,Arizona,Iowa State,ESPN,Big 12,home,Tucson,AZ,0,1,1,1.15,1150000.0,1,2025-01-27,Mens,Iowa State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0072,mens_basketball,2024,28,Arizona,Texas Tech,ESPN,Big 12,home,Tucson,AZ,0,1,1,1.2,1200000.0,1,2025-02-08,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0073,mens_basketball,2024,16,Wisconsin,Arizona,Peacock,Non-Conference,away,Unknown,ST,0,1,1,0.11,110000.0,1,2024-11-15,Mens,Wisconsin,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0074,mens_basketball,2024,29,Arizona,Houston,ESPN,Big 12,home,Tucson,AZ,0,1,0,0.7,700000.0,0,2025-02-15,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0075,mens_basketball,2024,17,Arizona,Davidson,ESPN2,Non-Conference,home,Tucson,AZ,0,1,0,0.475,475000.0,1,2024-11-27,Mens,Davidson,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0076,mens_basketball,2024,18,Arizona,Oklahoma,ESPN,Non-Conference,home,Tucson,AZ,0,1,0,0.6,600000.0,0,2024-11-28,Mens,Oklahoma,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0077,mens_basketball,2024,18,Arizona,West Virginia,ESPN2,Non-Conference,home,Tucson,AZ,0,1,0,0.65,650000.0,1,2024-11-29,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0078,mens_basketball,2024,30,Arizona,BYU,ESPN,Big 12,home,Tucson,AZ,0,1,1,1.15,1150000.0,1,2025-02-22,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0079,mens_basketball,2024,31,Arizona,Arizona State,ESPN,Big 12,home,Tucson,AZ,0,1,1,1.05,1050000.0,1,2025-03-04,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0080,mens_basketball,2024,10,Arizona,Arizona Red and Blue Showcase,ESPN+,Big 12,home,Tucson,AZ,0,1,1,0.002816,2816.0,0,2024-10-05,Mens,Arizona Red and Blue Showcase,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0081,mens_basketball,2024,12,Arizona,Eastern New Mexico,ESPN+,Divsion II,home,Tucson,AZ,0,1,1,0.005276,5276.0,0,2024-10-21,Mens,Eastern New Mexico,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0082,mens_basketball,2024,13,Arizona,Point Loma,ESPN+,Divsion II,home,Tucson,AZ,0,1,1,0.007,7000.0,0,2024-10-28,Mens,Point Loma,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0083,mens_basketball,2024,23,Cincinnati,Arizona,ESPN2,Big 12,away,Unknown,ST,0,1,0,0.625,625000.0,1,2025-01-04,Mens,Cincinnati,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0084,mens_basketball,2024,23,West Virginia,Arizona,ESPN+,Big 12,away,Unknown,ST,0,1,0,0.067236,67236.0,0,2025-01-07,Mens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0085,mens_basketball,2024,14,Arizona,Canisius University,ESPN+,Non-Conference,home,Tucson,AZ,0,1,1,0.00794,7940.0,0,2024-11-04,Mens,Canisius University,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0086,mens_basketball,2024,15,Arizona,Old Dominion,ESPN+,Non-Conference,home,Tucson,AZ,0,1,0,0.011806,11806.0,0,2024-11-09,Mens,Old Dominion,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0087,mens_basketball,2024,25,Texas Tech,Arizona,ESPN2,Big 12,away,Unknown,ST,0,1,0,0.7,700000.0,1,2025-01-18,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0088,mens_basketball,2024,25,Oklahoma State,Arizona,ESPNU,Big 12,away,Unknown,ST,0,1,1,0.325,325000.0,1,2025-01-21,Mens,Oklahoma State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0089,mens_basketball,2024,20,Arizona,Samford,ESPN+,Non-Conference,home,Tucson,AZ,0,0,1,0.012352,12352.0,0,2024-12-18,Mens,Samford,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0090,mens_basketball,2024,21,Arizona,Central Michigan,ESPN+,Non-Conference,home,Tucson,AZ,0,0,0,0.007708,7708.0,0,2024-12-21,Mens,Central Michigan,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0091,mens_basketball,2024,27,Arizona State,Arizona,CBS,Big 12,away,Unknown,ST,0,1,0,1.45,1450000.0,1,2025-02-01,Mens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0092,mens_basketball,2024,27,BYU,Arizona,ESPN,Big 12,away,Unknown,ST,0,1,1,0.95,950000.0,1,2025-02-04,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0093,mens_basketball,2024,22,Arizona,TCU,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.015774,15774.0,0,2024-12-30,Mens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0094,mens_basketball,2024,28,Kansas State,Arizona,ESPN+,Big 12,away,Unknown,ST,0,1,1,0.083415,83415.0,0,2025-02-11,Mens,Kansas State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0095,mens_basketball,2024,26,Arizona,Colorado,ESPN+,Big 12,home,Tucson,AZ,0,1,0,0.016914,16914.0,0,2025-01-25,Mens,Colorado,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0096,mens_basketball,2024,29,Baylor,Arizona,ESPN,Big 12,away,Unknown,ST,0,1,1,1.05,1050000.0,1,2025-02-17,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0097,mens_basketball,2024,30,Arizona,Utah,ESPN+,Big 12,home,Tucson,AZ,0,1,1,0.024011,24011.0,0,2025-02-26,Mens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0098,mens_basketball,2024,17,Arizona,Duke,ESPN2,Non-Conference,home,Tucson,AZ,0,1,1,2.2,2200000.0,0,2024-11-22,Mens,Duke,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0099,mens_basketball,2024,31,Iowa State,Arizona,ESPN,Big 12,away,Unknown,ST,0,1,1,1.1,1100000.0,1,2025-03-01,Mens,Iowa State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0100,mens_basketball,2024,20,Arizona,UCLA,ESPN2,Non-Conference,home,Tucson,AZ,0,1,0,0.925,925000.0,1,2024-12-14,Mens,UCLA,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0101,mens_basketball,2024,32,Kansas,Arizona,ESPN,Big 12,away,Unknown,ST,0,1,0,0.9,900000.0,0,2025-03-08,Mens,Kansas,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0102,mens_basketball,2024,33,Arizona,Kansas,ESPN,Big 12,neutral,Tucson,AZ,0,1,1,0.234037,234037.0,0,2025-03-13,Mens,Kansas,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0103,mens_basketball,2024,33,Arizona,Texas Tech,ESPN2,Big 12,neutral,Tucson,AZ,0,1,1,1.05,1050000.0,1,2025-03-14,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0104,mens_basketball,2024,33,Arizona,Houston,ESPN,Big 12,neutral,Tucson,AZ,0,1,0,2.24,2240000.0,0,2025-03-15,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0105,mens_basketball,2024,33,Arizona,Kansas,ESPN+,Big 12,neutral,Tucson,AZ,0,1,1,0.086537,86537.0,0,2025-03-13,Mens,Kansas,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0106,mens_basketball,2024,33,Arizona,Texas Tech,ESPN+,Big 12,neutral,Tucson,AZ,0,1,1,0.06972,69720.0,0,2025-03-14,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0107,mens_basketball,2024,33,Arizona,Houston,ESPN+,Big 12,neutral,Tucson,AZ,0,1,0,0.015307,15307.0,0,2025-03-15,Mens,Houston,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0109,mens_basketball,2024,34,Arizona,Akron,TruTV,MAC,neutral,Tucson,AZ,0,0,0,0.881,881000.0,0,2025-03-21,Mens,Akron,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0110,mens_basketball,2024,34,Arizona,Oregon,TBS,Big Ten,neutral,Tucson,AZ,0,1,1,1.4,1400000.0,1,2025-03-23,Mens,Oregon,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-mens_basketball-2024-0111,mens_basketball,2024,35,Arizona,Duke,CBS,ACC,neutral,Tucson,AZ,0,1,1,6.57,6570000.0,0,2025-03-27,Mens,Duke,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-womens_basketball-2024-0112,womens_basketball,2024,13,Arizona,West Texas A&M,ESPN+,Big 12,home,Tucson,AZ,0,0,1,0.004587,4587.0,0,2024-10-25,Womens,West Texas A&M,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
